==============================================================================
SIMPLE PPO — CONFIGURATION
==============================================================================
  Environment
    mode                 all
    random_weather       True
    enable_faults        False
    dssat_seed           123

  PPO Hyperparameters
    total_timesteps      1,000,000
    n_steps              4,096
    batch_size           64
    n_epochs             10
    learning_rate        0.0003
    gamma                0.99
    gae_lambda           0.95
    clip_range           0.2
    ent_coef             0.01
    max_grad_norm        0.5
    device               cpu

  Normalisation (VecNormalize)
    norm_obs             True
    norm_reward          True
    clip_obs             5.0
    clip_reward          10.0

  Reward Weights (seasonal)
    W_yield              0.40
    W_hiad               0.10
    W_ane                0.30
    W_penalty            0.20
==============================================================================

==============================================================================
TRAINING — 1,000,000 timesteps  |  n_steps=4096
==============================================================================

  Episode log  → /workspace/episode_log_nitrogen.csv
  Metrics log  → /workspace/training_metrics_nitrogen.csv

     ep      step   len    cum_R   yield      N      W   R_seas    R_yld   R_hiad    R_ane
    257     41043   161   +0.220    2302     50     42  -0.3264  -1.0000  +0.4932  +0.1422
    258     41197   154   -0.959    2996     62     26  -0.3973  -1.0000  -0.2993  +0.2072
    259     41354   157   +1.674    2957     45     53  -0.2072  -1.0000  -0.0773  +0.6296
    260     41515   161   +5.100    4298     56     48  -0.0554  -0.8719  +0.0925  +0.9269
    261     41672   157   +2.652    3984     56     43  -0.1274  -0.9545  +0.1482  +0.7860
    262     41836   164   +6.678    4272     46     58  +0.0023  -0.8788  +0.3111  +1.0000
    263     41992   156   -0.872    2030     50     57  -0.4498  -1.0000  -0.3213  +0.0243
    264     42158   166   +1.056    4096     62     60  -0.2259  -0.9249  -0.3057  +0.6375
    265     42318   160   -3.391    2583     60     47  -0.4858  -1.0000  -0.7528  +0.0820
    266     42482   164   +3.846    4132     51     57  -0.0438  -0.9156  +0.0452  +1.0000
    267     42639   157   +0.063    2803     46     65  -0.2841  -1.0000  -0.4906  +0.5336
    268     42802   163   +5.747    5272     73     41  -0.0117  -0.6162  +0.3176  +0.7992
    269     42963   161   +5.171    3902     46     58  -0.0893  -0.9759  -0.2677  +1.0000
    270     43118   155   -2.356    2597     67     49  -0.5052  -1.0000  -0.4205  -0.0370
    271     43279   161   -4.850    1652     65     33  -0.6719  -1.0000  -1.0000  -0.3632
    272     43440   161   +2.234    2775     47     73  -0.3181  -1.0000  -0.6529  +0.4892
    273     43599   159   -3.837    1111     56     42  -0.7089  -1.0000  -1.0000  -0.5023
    274     43760   161   -4.391    1932     67     45  -0.5778  -1.0000  -0.3008  -0.2809
    275     43921   161   -1.018    2636     46     75  -0.3124  -1.0000  -0.3702  +0.4238
    276     44079   158   -2.470    2589     58     38  -0.4531  -1.0000  -0.5374  +0.1061
    277     44235   156   -0.838    2546     48     66  -0.3842  -1.0000  -0.7016  +0.3185
    278     44402   167   +5.962    5056     60     33  +0.0790  -0.6731  +0.5284  +1.0000
    279     44566   164   +4.777    4151     57     75  -0.1117  -0.9106  +0.0761  +0.8230
    280     44725   159   -3.177    2955     59     28  -0.4036  -1.0000  -0.5446  +0.2487
    281     44881   156   +0.192    2966     58     53  -0.2810  -1.0000  +0.5962  +0.2773
    282     45033   152   +6.914    4689     47     53  +0.0732  -0.7692  +0.6425  +1.0000
    283     45193   160   -3.883    1614     56     36  -0.6326  -1.0000  -1.0000  -0.2839
    284     45360   167   -2.460    1722     45     59  -0.4384  -1.0000  -0.0256  -0.0448
    285     45513   153   +1.191    2876     54     32  -0.2821  -1.0000  +0.3041  +0.3338
    286     45666   153   -4.028    1652     43     59  -0.5251  -1.0000  -0.9513  -0.0369
    287     45830   164   +3.396    4184     56     52  -0.1107  -0.9019  -0.0802  +0.8521
    288     45990   160   +2.868    3522     48     57  -0.1259  -1.0000  -0.0023  +0.8507
    289     46150   160   +7.058    5303     57     41  +0.0881  -0.6081  +0.3570  +1.0000
    290     46317   167   -0.550    3094     57     37  -0.3332  -1.0000  -0.2662  +0.3636
    291     46476   159   +0.738    4015     63     42  -0.2246  -0.9462  -0.0629  +0.5894
    292     46636   160   +6.591    3044     38     81  -0.1077  -1.0000  -0.4481  +1.0000
    293     46797   161   -4.299    1164     56     45  -0.7044  -1.0000  -1.0000  -0.4852
    294     46959   162   +4.083    3348     40     54  -0.0587  -1.0000  +0.0429  +1.0000
    295     47125   166   -2.848    1853     49     55  -0.5191  -1.0000  -0.7572  -0.0525
    296     47285   160   +3.598    3628     51     40  -0.1295  -1.0000  +0.1919  +0.7914
    297     47443   158   -2.975    1807     55     52  -0.5984  -1.0000  -1.0000  -0.1845
    298     47608   165   -2.115    2786     63     62  -0.4750  -1.0000  -0.6947  +0.1129
    299     47759   151   -2.239    2139     49     58  -0.4218  -1.0000  -0.2654  +0.0873
    300     47916   157   +0.045    3511     63     50  -0.2820  -1.0000  +0.2300  +0.3972

  ── rolling mean (last 100 ep) ──  cum_R=+0.074  yield=3128 kg/ha  N=58  W=50 mm  R_seas=-0.3271  R_ane=+0.3398

    301     48080   164   +0.214    3722     58     34  -0.2713  -1.0000  -0.4860  +0.6069
    302     48242   162   -1.073    3257     66     40  -0.4244  -1.0000  -0.5575  +0.2262
    303     48404   162   +5.685    4687     58     35  +0.0274  -0.7699  +0.3208  +1.0000
    304     48560   156   +0.468    2894     47     52  -0.2569  -1.0000  -0.2029  +0.5308
    305     48720   160   -4.097    1279     59     42  -0.6997  -1.0000  -1.0000  -0.4615
    306     48874   154   -5.185    1930     49     48  -0.5259  -1.0000  -1.0000  -0.0061
    307     49033   159   -0.274    2583     53     62  -0.3283  -1.0000  +0.2300  +0.2279
    308     49194   161   -2.505    1538     67     54  -0.6816  -1.0000  -0.8420  -0.4221
    309     49354   160   -1.238    2732     47     60  -0.3367  -1.0000  -0.6863  +0.4439
    310     49508   154   -1.347    2660     50     43  -0.3806  -1.0000  -0.7310  +0.3354
    311     49672   164   +2.799    3719     54     46  -0.0722  -1.0000  +1.0000  +0.7377
    312     49833   161   -3.371    1561     48     50  -0.5883  -1.0000  -0.9952  -0.1873
    313     49989   156   -3.488    1753     44     52  -0.4777  -1.0000  -0.6019  +0.0004
    314     50146   157   +5.966    2794     36     78  -0.0883  -1.0000  -0.0496  +0.9333
    315     50310   164   -3.234    1284     57     48  -0.6872  -1.0000  -1.0000  -0.4345
    316     50469   159   -0.005    2763     47     63  -0.2626  -1.0000  -0.0227  +0.4664
    317     50636   167   +3.252    3698     53     46  -0.1724  -1.0000  -0.0043  +0.7373
    318     50801   165   +6.226    4305     51     53  -0.0080  -0.8701  +0.2444  +1.0000
    319     50962   161   -5.299    1784     52     57  -0.5757  -1.0000  -1.0000  -0.1337
    320     51124   162   +6.087    4598     51     52  +0.0180  -0.7931  +0.2263  +1.0000
    321     51279   155   +4.517    3706     45     30  -0.0145  -1.0000  +0.5245  +1.0000
    322     51438   159   +0.672    3172     59     52  -0.2973  -1.0000  +0.1988  +0.3470
    323     51599   161   +2.871    3225     45     49  -0.1940  -1.0000  -0.4789  +0.7803
    324     51760   161   -2.536    2444     50     42  -0.4072  -1.0000  -0.6504  +0.2346
    325     51920   160   +5.332    4037     41     54  +0.0147  -0.9404  +0.5744  +1.0000
    326     52083   163   -3.724    1179     43     44  -0.6230  -1.0000  -1.0000  -0.3088
    327     52245   162   -3.840    1502     51     70  -0.6192  -1.0000  -0.9845  -0.2607
    328     52405   160   +6.303    5181     51     66  +0.0634  -0.6401  +0.1706  +1.0000
    329     52572   167   -0.502    3016     59     37  -0.3299  -1.0000  +0.1024  +0.2769
    330     52726   154   -3.722    1201     45     59  -0.6278  -1.0000  -0.9274  -0.3293
    331     52885   159   -1.822    2942     55     41  -0.3459  -1.0000  -0.2921  +0.3305
    332     53050   165   -2.700    2482     55     57  -0.4530  -1.0000  -0.6561  +0.1321
    333     53207   157   +8.294    3610     36     41  +0.0453  -1.0000  +1.0000  +1.0000
    334     53366   159   +2.246    3076     45     58  -0.1979  -1.0000  -0.2468  +0.7053
    335     53522   156   -3.415    1639     39     42  -0.4944  -1.0000  -1.0000  +0.0446
    336     53683   161   -4.354    1663     44     46  -0.5412  -1.0000  -1.0000  -0.0667
    337     53846   163   -1.050    2216     37     70  -0.3252  -1.0000  -0.8820  +0.4948
    338     54006   160   +3.214    2876     38     55  -0.1497  -1.0000  -0.4572  +0.8753
    339     54165   159   -1.987    2050     41     75  -0.3728  -1.0000  -0.4481  +0.2522
    340     54326   161   -4.935    1978     47     40  -0.4886  -1.0000  -0.8329  +0.0450
    341     54489   163   +3.721    3211     37     60  -0.0772  -1.0000  -0.1869  +1.0000
    342     54651   162   -3.297    1927     49     74  -0.5235  -1.0000  -0.8670  -0.0249
    343     54813   162   -2.199    1798     35     82  -0.3932  -1.0000  -0.8399  +0.2846
    344     54969   156   +5.552    3240     34     65  +0.0283  -1.0000  +0.8442  +1.0000
    345     55134   165   -5.186    1508     51     34  -0.6141  -1.0000  -1.0000  -0.2547
    346     55293   159   -4.339    1549     40     57  -0.5220  -1.0000  -1.0000  -0.0269
    347     55451   158   +1.361    2969     46     57  -0.2143  -1.0000  -0.0946  +0.6175
    348     55618   167   +2.512    3794     54     51  -0.1172  -1.0000  +0.4874  +0.7588
    349     55779   161   -4.587    1311     44     49  -0.6104  -1.0000  -1.0000  -0.2635
    350     55939   160   +2.655    3370     46     59  -0.1681  -1.0000  -0.4494  +0.8505
    351     56100   161   -3.158    1022     40     46  -0.6362  -1.0000  -1.0000  -0.3572
    352     56255   155   +6.104    3736     37     41  +0.0331  -1.0000  +0.8946  +1.0000
    353     56419   164   +5.606    4149     42     54  +0.0048  -0.9110  +0.3950  +1.0000
    354     56581   162   +4.906    3022     32     58  -0.0571  -1.0000  -0.0604  +1.0000
    355     56736   155   -5.365    1190     37     46  -0.5727  -1.0000  -1.0000  -0.1882
    356     56896   160   +6.262    3352     31     80  +0.0298  -1.0000  +0.8260  +1.0000
    357     57062   166   -0.417    2587     42     46  -0.3196  -1.0000  -0.9270  +0.5360
    358     57223   161   +6.556    3065     35     56  +0.0353  -1.0000  +0.9129  +1.0000
    359     57387   164   +6.177    4600     48     65  +0.0840  -0.7927  +0.8723  +1.0000
    360     57545   158   +0.243    2684     41     62  -0.2515  -1.0000  -0.6048  +0.6392
    361     57709   164   -0.582    2569     46     40  -0.3383  -1.0000  -0.6312  +0.4097
    362     57875   166   -2.904    2528     49     54  -0.3970  -1.0000  -0.7001  +0.2814
    363     58031   156   -6.047    1782     49     48  -0.5593  -1.0000  -1.0000  -0.0983
    364     58194   163   +1.930    2350     33     43  -0.1637  -1.0000  -0.3318  +0.7743
    365     58349   155   +2.565    2509     34     58  -0.1366  -1.0000  -0.2044  +0.8257
    366     58516   167   -0.117    3240     59     42  -0.3088  -1.0000  -0.0422  +0.3791
    367     58683   167   +2.015    3398     45     42  -0.1506  -1.0000  -0.3692  +0.8711
    368     58844   161   +0.530    2579     41     62  -0.2605  -1.0000  -0.4174  +0.5615
    369     58996   152   +5.583    3353     38     42  -0.0129  -1.0000  +0.4560  +1.0000
    370     59156   160   +3.794    3460     35     38  -0.0138  -1.0000  +0.3969  +1.0000
    371     59317   161   +4.504    3176     39     60  -0.0962  -1.0000  -0.3500  +1.0000
    372     59477   160   -2.192    1736     37     39  -0.4489  -1.0000  -1.0000  +0.1656
    373     59636   159   +2.115    3711     52     46  -0.1589  -1.0000  -0.0446  +0.7829
    374     59796   160   +0.388    2272     33     46  -0.2090  -1.0000  -0.6139  +0.7255
    375     59956   160   -3.483    1588     51     40  -0.5780  -1.0000  -0.7328  -0.2239
    376     60112   156   +0.640    3221     49     43  -0.2600  -1.0000  -0.6730  +0.6582
    377     60269   157   +5.700    3781     38     70  -0.0715  -1.0000  -0.1033  +1.0000
    378     60426   157   +0.111    2895     46     46  -0.2607  -1.0000  -0.3588  +0.5591
    379     60586   160   +4.768    3412     39     49  +0.0373  -1.0000  +0.9831  +1.0000
    380     60748   162   +7.200    3985     43     42  +0.0144  -0.9540  +0.6398  +1.0000
    381     60908   160   -3.247    1669     43     52  -0.4976  -1.0000  -0.6826  -0.0358
    382     61062   154   -2.726    1540     34     44  -0.3780  -1.0000  -0.1981  +0.1280
    383     61221   159   -2.296    2064     43     45  -0.3753  -1.0000  -0.2761  +0.1950
    384     61386   165   +5.975    4523     49     70  +0.0242  -0.8130  +0.3555  +1.0000
    385     61534   148   +5.584    3536     34     54  +0.0343  -1.0000  +0.8766  +1.0000
    386     61694   160   +1.831    2692     41     44  -0.2352  -1.0000  -0.5156  +0.6532
    387     61852   158   +4.273    2429     26     68  -0.1055  -1.0000  -0.6093  +1.0000
    388     62006   154   +8.514    3662     37     46  +0.0423  -1.0000  +1.0000  +1.0000
    389     62171   165   +4.797    3571     38     52  -0.0578  -1.0000  +0.0167  +1.0000
    390     62328   157   +5.952    3636     40     56  +0.0026  -1.0000  +0.6585  +1.0000
    391     62488   160   -0.453    2349     37     45  -0.2699  -1.0000  -0.7275  +0.5989
    392     62648   160   +3.727    3534     37     44  -0.0697  -1.0000  -0.1251  +1.0000
    393     62802   154   +5.909    4213     40     34  +0.0153  -0.8942  +0.3843  +1.0000
    394     62960   158   -4.902    1309     44     75  -0.6129  -1.0000  -1.0000  -0.2622
    395     63119   159   +2.240    2798     41     42  -0.1834  -1.0000  -0.1535  +0.6989
    396     63282   163   -2.590    1511     41     50  -0.4744  -1.0000  -0.3077  -0.0853
    397     63443   161   -2.523    2221     40     54  -0.3533  -1.0000  -0.7249  +0.3772
    398     63600   157   -3.681    2280     50     34  -0.4612  -1.0000  -0.9077  +0.1514
    399     63762   162   +2.565    2698     38     38  -0.1622  -1.0000  -0.1957  +0.7589
    400     63932   170   +1.074    2773     41     42  -0.2348  -1.0000  -0.5905  +0.6776

  ── rolling mean (last 100 ep) ──  cum_R=+0.781  yield=2754 kg/ha  N=44  W=51 mm  R_seas=-0.2674  R_ane=+0.4925

    401     64091   159   +0.128    2436     44     43  -0.3180  -1.0000  -0.3198  +0.3749
    402     64252   161   -0.131    2196     38     48  -0.3339  -1.0000  -0.7550  +0.4318
    403     64417   165   +7.085    4108     35     53  +0.0381  -0.9217  +0.6598  +1.0000
    404     64577   160   +0.590    2091     32     72  -0.2575  -1.0000  -0.7633  +0.6350
    405     64738   161   +5.343    4199     39     66  -0.0083  -0.8979  +0.1870  +1.0000
    406     64896   158   +0.322    2883     46     50  -0.2734  -1.0000  -0.4781  +0.5577
    407     65056   160   +4.371    3729     42     55  -0.0439  -1.0000  +0.2122  +1.0000
    408     65219   163   +5.020    3426     40     41  +0.0093  -1.0000  +0.7056  +1.0000
    409     65376   157   -2.725    1112     47     40  -0.6327  -1.0000  -0.7031  -0.4061
    410     65532   156   +4.456    2599     34     53  -0.0770  -1.0000  -0.0329  +0.9414
    411     65686   154   -2.614    1752     39     39  -0.4482  -1.0000  -0.7988  +0.1178
    412     65845   159   +3.303    3114     33     37  -0.0941  -1.0000  -0.4310  +1.0000
    413     66009   164   +1.863    2347     37     78  -0.2923  -1.0000  -0.8188  +0.5745
    414     66169   160   +2.851    2241     30     52  -0.1271  -1.0000  -0.2463  +0.8464
    415     66322   153   +3.358    3228     41     48  -0.1002  -1.0000  -0.2325  +0.9609
    416     66483   161   -4.722    1075     37     45  -0.5996  -1.0000  -1.0000  -0.2656
    417     66644   161   +7.207    3931     26     45  +0.0053  -0.9682  +0.3578  +1.0000
    418     66799   155   +2.292    2758     38     47  -0.1517  -1.0000  -0.2087  +0.7958
    419     66966   167   +7.322    4509     35     51  +0.0327  -0.8166  +0.2431  +1.0000
    420     67123   157   -2.891    2042     45     56  -0.4376  -1.0000  -0.6813  +0.1421
    421     67283   160   +3.248    3807     44     48  -0.0994  -1.0000  -0.3171  +1.0000
    422     67438   155   -0.593    1480     29     39  -0.3831  -1.0000  -0.8481  +0.2770
    423     67601   163   +6.960    3853     30     61  +0.0154  -0.9888  +0.6016  +1.0000
    424     67759   158   -3.162    1930     45     34  -0.4406  -1.0000  -0.4816  +0.0706
    425     67923   164   +3.895    2957     35     55  -0.0663  -1.0000  -0.1081  +1.0000
    426     68083   160   +2.345    3139     36     46  -0.0807  -1.0000  -0.2515  +1.0000
    427     68244   161   -0.633    2467     45     42  -0.3204  -1.0000  -0.3029  +0.3663
    428     68411   167   +4.223    3698     40     64  -0.0843  -1.0000  -0.2059  +1.0000
    429     68570   159   -1.144    2086     36     43  -0.3340  -1.0000  -0.8145  +0.4381
    430     68728   158   +2.331    3160     41     40  -0.0940  -1.0000  -0.1252  +0.9433
    431     68889   161   +7.260    3834     30     49  -0.0005  -0.9936  +0.4579  +1.0000
    432     69051   162   +4.661    3332     35     50  -0.1112  -1.0000  -0.5637  +1.0000
    433     69215   164   -2.501    1745     34     49  -0.3961  -1.0000  -0.8428  +0.2640
    434     69377   162   +1.862    2860     44     44  -0.2069  -1.0000  -0.0955  +0.6271
    435     69542   165   +5.027    3363     28     53  -0.0266  -1.0000  +0.1941  +1.0000
    436     69699   157   +3.593    3152     40     34  -0.1218  -1.0000  -0.5712  +0.9859
    437     69859   160   +3.405    2298     30     52  -0.0717  -1.0000  +0.1218  +0.8991
    438     70015   156   -1.267    1602     28     47  -0.3432  -1.0000  -0.9038  +0.4075
    439     70170   155   -1.844    2142     41     60  -0.3957  -1.0000  -0.9147  +0.3144
    440     70331   161   +0.716    2177     31     45  -0.1914  -1.0000  -0.4784  +0.7309
    441     70486   155   -4.441    1085     27     47  -0.4825  -1.0000  -0.9201  +0.0082
    442     70646   160   +5.200    2640     32     49  +0.0127  -1.0000  +0.6294  +1.0000
    443     70803   157   +3.566    2571     30     52  -0.1017  -1.0000  -0.5394  +1.0000
    444     70961   158   +4.206    2450     30     62  -0.0789  -1.0000  -0.2947  +1.0000
    445     71122   161   +2.327    2896     40     55  -0.1886  -1.0000  -0.6416  +0.8221
    446     71288   166   +3.230    2509     31     42  -0.1064  -1.0000  -0.5843  +1.0000
    447     71449   161   +0.588    2909     42     46  -0.2121  -1.0000  -0.5098  +0.7241
    448     71603   154   +3.955    3242     29     57  -0.0804  -1.0000  -0.3269  +1.0000
    449     71761   158   -2.088    2113     37     37  -0.3575  -1.0000  -0.9553  +0.4137
    450     71926   165   +3.898    2825     32     61  -0.0926  -1.0000  -0.4063  +1.0000
    451     72082   156   +3.304    2392     29     47  -0.1290  -1.0000  -0.8231  +1.0000
    452     72238   156   +4.774    3188     31     66  -0.0514  -1.0000  -0.0039  +1.0000
    453     72397   159   +0.590    2595     41     44  -0.2699  -1.0000  -0.6750  +0.5991
    454     72556   159   +4.116    3973     40     57  -0.0498  -0.9573  -0.0244  +1.0000
    455     72717   161   -2.918    1262     37     52  -0.5636  -1.0000  -1.0000  -0.1573
    456     72877   160   +2.103    2508     34     47  -0.1429  -1.0000  -0.3935  +0.8553
    457     73029   152   +2.928    3468     38     58  -0.0955  -1.0000  -0.3552  +1.0000
    458     73189   160   -4.389    1132     38     51  -0.5915  -1.0000  -0.9562  -0.2486
    459     73353   164   +2.829    2855     35     52  -0.0687  -1.0000  -0.1302  +1.0000
    460     73511   158   +5.544    4310     36     45  +0.0228  -0.8689  +0.3230  +1.0000
    461     73672   161   +1.369    3103     44     56  -0.2011  -1.0000  -0.4610  +0.7533
    462     73831   159   +3.039    2828     30     56  -0.0943  -1.0000  -0.4504  +1.0000
    463     73991   160   +3.883    2358     29     60  -0.1210  -1.0000  -0.7272  +1.0000
    464     74151   160   +6.180    3492     25     54  -0.0235  -1.0000  +0.1759  +1.0000
    465     74309   158   +2.942    2376     28     49  -0.1092  -1.0000  -0.6475  +1.0000
    466     74468   159   +3.936    2954     35     44  -0.0924  -1.0000  -0.3778  +1.0000
    467     74633   165   +1.367    2551     36     55  -0.2142  -1.0000  -0.7535  +0.7666
    468     74787   154   +4.290    2503     25     44  -0.0918  -1.0000  -0.5209  +1.0000
    469     74942   155   +5.586    3184     28     52  +0.0138  -1.0000  +0.5980  +1.0000
    470     75106   164   +6.366    3224     29     49  +0.0284  -1.0000  +0.7542  +1.0000
    471     75263   157   -4.746     920     30     51  -0.5751  -1.0000  -1.0000  -0.2219
    472     75420   157   +6.385    3476     32     50  -0.0424  -1.0000  +0.0777  +1.0000
    473     75580   160   -0.389    2024     32     49  -0.2579  -1.0000  -0.5834  +0.5751
    474     75736   156   -2.357    1960     37     56  -0.3919  -1.0000  -1.0000  +0.3322
    475     75894   158   +2.065    1998     28     42  -0.2110  -1.0000  -0.8849  +0.7770
    476     76056   162   -4.116    1187     43     48  -0.6009  -1.0000  -0.7789  -0.3068
    477     76209   153   +3.392    2936     32     64  -0.0831  -1.0000  -0.3033  +1.0000
    478     76370   161   +1.179    2115     31     56  -0.2460  -1.0000  -0.9386  +0.7084
    479     76528   158   +0.586    1920     27     52  -0.1996  -1.0000  -0.6774  +0.7506
    480     76690   162   +3.360    2806     36     63  -0.1077  -1.0000  -0.3090  +0.9463
    481     76846   156   +1.690    1894     25     55  -0.1781  -1.0000  -0.8763  +0.8620
    482     77001   155   +4.119    1973     24     62  -0.0758  -1.0000  -0.3459  +1.0000
    483     77154   153   -1.882    1446     30     47  -0.4287  -1.0000  -1.0000  +0.1976
    484     77316   162   -3.277    1823     41     50  -0.4463  -1.0000  -0.7659  +0.1232
    485     77479   163   -0.978    1691     33     60  -0.4068  -1.0000  -1.0000  +0.2765
    486     77640   161   +2.655    2236     33     50  -0.1082  -1.0000  +0.5483  +0.6841
    487     77799   159   +3.092    2749     41     57  -0.1222  -1.0000  +0.6152  +0.6603
    488     77955   156   +3.523    2288     27     60  -0.1192  -1.0000  -0.7389  +1.0000
