episode,total_steps,fault_type,phase,is_clean,R_yield,R_ane,R_water_eff,ep_len,critic_loss
1584,252990,clean,0,1,0.7736,-0.9385,0.3357,164,0.000424
1585,253150,clean,0,1,-0.0866,-0.9481,-0.2266,160,0.000598
1586,253308,clean,0,1,1.0,-0.8624,-1.0,158,0.000222
1587,253459,clean,0,1,0.7754,-0.9312,-1.0,151,0.000357
1588,253621,clean,0,1,1.0,-0.9197,-0.7962,162,0.000167
1589,253780,clean,0,1,0.7523,-0.7679,-1.0,159,0.000114
1590,253943,clean,0,1,1.0,-0.9071,-1.0,163,0.000117
1591,254100,clean,0,1,0.8001,-0.7713,-1.0,157,5.7e-05
1592,254258,clean,0,1,0.7901,-0.9413,-1.0,158,0.000198
1593,254420,clean,0,1,1.0,-0.8664,-1.0,162,5.1e-05
1594,254576,clean,0,1,0.8116,-0.9302,-1.0,156,0.000441
1595,254736,clean,0,1,0.9332,-0.8797,-1.0,160,0.00038
1596,254902,clean,0,1,1.0,-0.9147,-1.0,166,0.000229
1597,255059,clean,0,1,0.8656,-0.9249,-1.0,157,0.000967
1598,255218,clean,0,1,0.3446,-0.9452,-1.0,159,0.000381
1599,255377,clean,0,1,1.0,-0.9142,-1.0,159,0.000327
1600,255538,clean,0,1,0.9748,-0.8987,-1.0,161,0.000246
1601,255698,clean,0,1,1.0,-0.8821,-1.0,160,9.2e-05
1602,255853,clean,0,1,0.5697,-0.9278,-1.0,155,0.000564
1603,256008,clean,0,1,1.0,-0.8933,-0.8618,155,0.000108
1604,256167,clean,0,1,-0.58,-0.9561,0.4038,159,0.00013
1605,256319,clean,0,1,1.0,-0.9164,-1.0,152,0.000104
1606,256474,clean,0,1,0.8043,-0.894,-1.0,155,0.000226
1607,256632,clean,0,1,0.771,-0.928,-0.6346,158,0.00036
1608,256793,clean,0,1,0.0643,-0.9542,-0.158,161,0.000697
1609,256949,clean,0,1,0.9809,-0.9196,-1.0,156,0.000289
1610,257107,clean,0,1,-0.893,-1.0,-1.0,158,0.000125
1611,257267,clean,0,1,1.0,-0.918,-1.0,160,0.000109
1612,257428,clean,0,1,1.0,-0.8838,-1.0,161,0.000263
1613,257585,clean,0,1,0.6793,-0.926,-1.0,157,0.000175
1614,257751,clean,0,1,-0.3944,-0.9552,0.3734,166,0.000138
1615,257913,clean,0,1,0.1803,-0.929,-0.9562,162,0.000568
1616,258078,clean,0,1,0.5961,-0.8854,-1.0,165,0.000441
1617,258243,clean,0,1,1.0,-0.9228,-1.0,165,0.000161
1618,258396,clean,0,1,1.0,-0.7236,-1.0,153,0.000217
1619,258555,clean,0,1,0.9063,-0.8309,-1.0,159,0.000139
1620,258712,clean,0,1,0.4288,-0.8834,-1.0,157,0.000273
1621,258877,clean,0,1,-0.71,-1.0,-1.0,165,0.000359
1622,259039,clean,0,1,-0.0206,-0.9444,-0.0054,162,0.000166
1623,259196,clean,0,1,0.8091,-0.9227,-0.411,157,0.00095
1624,259359,clean,0,1,1.0,-0.913,-1.0,163,0.000811
1625,259521,clean,0,1,0.3646,-0.9371,0.3553,162,0.000127
1626,259681,clean,0,1,0.8581,-0.9224,-1.0,160,0.000107
1627,259849,clean,0,1,0.5683,-0.9311,-1.0,168,0.000169
1628,260007,clean,0,1,0.3429,-0.9392,-1.0,158,0.00021
1629,260167,clean,0,1,0.416,-0.9417,-0.5627,160,0.000137
1630,260332,clean,0,1,0.228,-0.9448,0.3159,165,9e-05
1631,260484,clean,0,1,-0.2697,-0.9459,0.4039,152,0.000171
1632,260648,clean,0,1,-0.3216,-0.296,-1.0,164,0.000685
1633,260807,clean,0,1,0.7115,-0.8788,-1.0,159,0.00018
1634,260966,clean,0,1,0.7333,-0.9407,-1.0,159,0.000106
1635,261124,clean,0,1,0.5501,-0.9333,0.0281,158,0.000188
1636,261287,clean,0,1,0.3775,-0.9284,-1.0,163,0.000145
1637,261447,clean,0,1,0.6798,-0.9076,-1.0,160,0.00022
1638,261602,clean,0,1,0.921,-0.8059,-1.0,155,0.000171
1639,261765,clean,0,1,0.8843,-0.9143,-0.1163,163,0.00019
1640,261924,clean,0,1,0.2598,-0.9344,0.2117,159,0.000148
1641,262081,clean,0,1,0.8873,-0.9254,-0.2999,157,0.00034
1642,262244,clean,0,1,0.9754,-0.9137,-1.0,163,0.000453
1643,262403,clean,0,1,-0.7928,-1.0,-1.0,159,0.000172
1644,262563,clean,0,1,1.0,-0.916,-1.0,160,0.000374
1645,262717,clean,0,1,1.0,-0.87,-1.0,154,0.000267
1646,262877,clean,0,1,0.9517,-0.941,-1.0,160,0.000138
1647,263041,clean,0,1,1.0,-0.9218,-0.8108,164,0.000101
1648,263202,clean,0,1,0.8591,-0.9301,-0.1932,161,0.000317
1649,263364,clean,0,1,1.0,-0.9215,-0.2122,162,0.000279
1650,263524,clean,0,1,-0.463,-0.9664,0.3724,160,0.000327
1651,263687,clean,0,1,1.0,-0.7973,-1.0,163,0.00019
1652,263852,clean,0,1,0.7194,-0.9379,-1.0,165,0.000459
1653,264013,clean,0,1,1.0,-0.9222,-1.0,161,0.000853
1654,264173,clean,0,1,1.0,-0.9023,-1.0,160,0.001181
1655,264337,clean,0,1,-0.4168,-0.1513,-1.0,164,0.000421
1656,264500,clean,0,1,1.0,-0.9172,-1.0,163,0.000138
1657,264661,clean,0,1,0.0046,-0.9431,0.4271,161,0.000146
1658,264825,clean,0,1,1.0,-0.9244,-1.0,164,0.000101
1659,264981,clean,0,1,1.0,-0.9082,-1.0,156,0.000119
1660,265135,clean,0,1,0.9499,-0.8723,-1.0,154,0.000181
1661,265305,clean,0,1,0.9099,-0.881,-1.0,170,0.000155
1662,265467,clean,0,1,1.0,-0.892,-1.0,162,6.4e-05
1663,265624,clean,0,1,0.4133,-0.8613,-1.0,157,0.000184
1664,265783,clean,0,1,0.9206,-0.9405,-1.0,159,0.00019
1665,265940,clean,0,1,0.5071,-0.9251,-1.0,157,8.2e-05
1666,266097,clean,0,1,-0.6261,-0.152,-1.0,157,0.000528
1667,266256,clean,0,1,0.6231,-0.8596,-1.0,159,0.000149
1668,266415,clean,0,1,0.6351,-0.9255,-1.0,159,0.000219
1669,266574,clean,0,1,0.6848,-0.8785,-1.0,159,0.000126
1670,266735,clean,0,1,0.5226,-0.9262,0.2256,161,0.000564
1671,266895,clean,0,1,1.0,-0.9278,-1.0,160,0.000302
1672,267052,clean,0,1,0.9561,-0.9134,-1.0,157,0.000333
1673,267206,clean,0,1,1.0,-0.9192,-1.0,154,0.00017
1674,267364,clean,0,1,0.6892,-0.8885,-1.0,158,0.00043
1675,267528,clean,0,1,0.6719,-0.6547,-1.0,164,0.000296
1676,267691,clean,0,1,1.0,-0.904,-1.0,163,0.000148
1677,267846,clean,0,1,0.9578,-0.8644,-1.0,155,0.000309
1678,268012,clean,0,1,1.0,-0.9249,-1.0,166,0.000139
1679,268173,clean,0,1,0.6791,-0.9281,-1.0,161,7.1e-05
1680,268331,clean,0,1,1.0,-0.9097,-0.4331,158,8.6e-05
1681,268500,clean,0,1,-0.4416,-0.9559,0.3365,169,0.000117
1682,268661,clean,0,1,1.0,-0.9017,-1.0,161,0.000292
1683,268823,clean,0,1,0.8659,-0.9303,-1.0,162,0.000308
1684,268986,clean,0,1,0.7078,-0.9012,-1.0,163,0.000149
1685,269142,clean,0,1,0.7769,-0.9207,-1.0,156,0.000567
1686,269305,clean,0,1,1.0,-0.905,-1.0,163,0.000681
1687,269465,clean,0,1,1.0,-0.9202,-1.0,160,0.000188
1688,269627,clean,0,1,1.0,-0.9125,-1.0,162,0.000754
1689,269784,clean,0,1,-0.5767,-0.2502,-1.0,157,0.000391
1690,269951,clean,0,1,0.8766,-0.9217,-1.0,167,0.000468
1691,270110,clean,0,1,1.0,-0.8854,-0.9153,159,0.000397
1692,270274,clean,0,1,0.8833,-0.9172,-1.0,164,0.000195
1693,270432,clean,0,1,1.0,-0.8906,-1.0,158,0.000176
1694,270591,clean,0,1,0.7816,-0.909,-1.0,159,0.000347
1695,270745,clean,0,1,0.7901,-0.9251,-1.0,154,0.000261
1696,270908,clean,0,1,0.9963,-0.9328,-1.0,163,0.000217
1697,271072,clean,0,1,0.9109,-0.9321,-0.5173,164,0.000196
1698,271227,clean,0,1,1.0,-0.8741,-1.0,155,0.000293
1699,271387,clean,0,1,0.6015,-0.9003,-1.0,160,0.000191
1700,271548,clean,0,1,0.7134,-0.9251,-1.0,161,0.000102
1701,271706,clean,0,1,0.9034,-0.8955,-1.0,158,5.9e-05
1702,271870,clean,0,1,0.5904,-0.932,-0.8379,164,5.6e-05
1703,272031,clean,0,1,0.6697,-0.9404,0.3863,161,8.7e-05
1704,272195,clean,0,1,1.0,-0.9257,-1.0,164,0.000499
1705,272356,clean,0,1,0.7997,-0.9241,-1.0,161,0.000337
1706,272517,clean,0,1,-0.7199,-1.0,-1.0,161,0.000291
1707,272678,clean,0,1,0.5771,-0.9301,-1.0,161,0.000207
1708,272835,clean,0,1,0.76,-0.9125,-0.9007,157,0.000198
1709,272992,clean,0,1,1.0,-0.9081,-1.0,157,0.000247
1710,273155,clean,0,1,0.622,-0.9253,-1.0,163,0.000698
1711,273312,clean,0,1,-0.3278,-0.9449,0.2619,157,0.000231
1712,273473,clean,0,1,-0.0252,-0.9489,0.4506,161,0.000651
1713,273630,clean,0,1,1.0,-0.9174,-1.0,157,0.000261
1714,273790,clean,0,1,-0.1401,-0.9498,-0.4739,160,0.000145
1715,273953,clean,0,1,0.4739,-0.942,0.3434,163,0.000321
1716,274107,clean,0,1,0.8407,-0.8571,-1.0,154,0.000163
1717,274264,clean,0,1,1.0,-0.9186,-1.0,157,0.000793
1718,274426,clean,0,1,0.5379,-0.9295,-0.324,162,0.00023
1719,274588,clean,0,1,0.4188,-0.7527,-1.0,162,0.000255
1720,274740,clean,0,1,0.5253,-0.8103,-1.0,152,0.000165
1721,274901,clean,0,1,0.8782,-0.6825,-1.0,161,0.000123
1722,275064,clean,0,1,1.0,-0.9222,-1.0,163,0.000142
1723,275224,clean,0,1,1.0,-0.9164,0.3793,160,0.000135
1724,275387,clean,0,1,0.5545,-0.9324,-1.0,163,9.9e-05
1725,275543,clean,0,1,1.0,-0.9314,-1.0,156,0.000129
1726,275706,clean,0,1,-0.0095,-0.944,-1.0,163,5.7e-05
1727,275866,clean,0,1,1.0,-0.8682,-1.0,160,4.7e-05
1728,276029,clean,0,1,0.6784,-0.9243,-1.0,163,0.000325
1729,276184,clean,0,1,1.0,-0.9163,-1.0,155,0.000201
1730,276355,clean,0,1,1.0,-0.9283,-1.0,171,0.000581
1731,276516,clean,0,1,-0.3063,-0.9491,0.3839,161,0.000119
1732,276676,clean,0,1,1.0,-0.9091,-1.0,160,0.000256
1733,276837,clean,0,1,-0.1083,-0.9475,0.2055,161,0.000628
1734,277001,clean,0,1,1.0,-0.9206,-1.0,164,0.000208
1735,277155,clean,0,1,1.0,-0.9054,-1.0,154,0.000125
1736,277314,clean,0,1,0.9009,-0.7524,-1.0,159,0.000622
1737,277472,clean,0,1,0.6728,-0.9342,-1.0,158,0.00029
1738,277638,clean,0,1,0.762,-0.8898,-1.0,166,0.000312
1739,277798,clean,0,1,0.7486,-0.934,-1.0,160,0.000345
1740,277961,clean,0,1,0.6441,-0.9199,-1.0,163,0.000204
1741,278118,clean,0,1,0.989,-0.9163,-1.0,157,0.000101
1742,278279,clean,0,1,1.0,-0.9033,-1.0,161,0.000138
1743,278435,clean,0,1,0.745,-0.8674,-1.0,156,0.0007
1744,278597,clean,0,1,0.34,-0.9402,-0.2671,162,0.000218
1745,278755,clean,0,1,0.9155,-0.9206,-1.0,158,0.000235
1746,278913,clean,0,1,1.0,-0.8911,-1.0,158,0.000164
1747,279072,clean,0,1,1.0,-0.9294,-1.0,159,7.7e-05
1748,279237,clean,0,1,0.9713,-0.924,-1.0,165,7.4e-05
1749,279394,clean,0,1,-0.7838,-1.0,-1.0,157,0.00032
1750,279555,clean,0,1,0.8916,-0.9416,-0.0841,161,0.000291
1751,279716,clean,0,1,1.0,-0.8121,-1.0,161,0.0002
1752,279872,clean,0,1,0.0076,-0.9477,0.3857,156,0.0001
1753,280035,clean,0,1,1.0,-0.9327,-0.8947,163,0.000138
1754,280192,clean,0,1,0.5867,-0.9376,-1.0,157,0.000117
1755,280350,clean,0,1,0.5559,-0.8929,-1.0,158,0.000149
1756,280510,clean,0,1,0.92,-0.9104,-1.0,160,0.000232
1757,280667,clean,0,1,0.8755,-0.9167,-1.0,157,0.000832
1758,280826,clean,0,1,1.0,-0.9153,-1.0,159,0.000361
1759,280987,clean,0,1,0.9822,-0.9071,-1.0,161,0.000126
1760,281144,clean,0,1,0.7748,-0.9246,-1.0,157,0.000133
1761,281303,clean,0,1,-0.0797,-0.9543,0.3908,159,0.0001
1762,281460,clean,0,1,-0.2929,-0.9418,0.4247,157,0.00051
1763,281624,clean,0,1,0.9467,-0.9155,-1.0,164,0.000997
1764,281780,clean,0,1,0.2765,-0.9234,0.3924,156,0.000579
1765,281943,clean,0,1,-0.5469,-0.2038,-1.0,163,0.000383
1766,282104,clean,0,1,1.0,-0.9233,-1.0,161,0.000297
1767,282260,clean,0,1,1.0,-0.8999,-1.0,156,0.000236
1768,282425,clean,0,1,0.6869,-0.9415,-1.0,165,0.0002
1769,282588,clean,0,1,0.9526,-0.9123,-1.0,163,0.000108
1770,282748,clean,0,1,0.8401,-0.907,-1.0,160,0.000247
1771,282903,clean,0,1,-0.6332,-0.961,0.3272,155,0.000169
1772,283062,clean,0,1,-0.7132,-1.0,-1.0,159,0.000148
1773,283224,clean,0,1,1.0,-0.9213,-0.4573,162,0.000128
1774,283384,clean,0,1,0.7203,-0.9251,0.3793,160,8.3e-05
1775,283536,clean,0,1,1.0,-0.9171,-1.0,152,7.7e-05
1776,283695,clean,0,1,0.9041,-0.8103,-1.0,159,8.4e-05
1777,283844,clean,0,1,0.7237,-0.776,-1.0,149,0.000126
1778,284006,clean,0,1,0.563,-0.9156,-1.0,162,0.000829
1779,284163,clean,0,1,-0.6994,-1.0,-1.0,157,0.000293
1780,284322,clean,0,1,0.9601,-0.9143,-1.0,159,0.000175
1781,284486,clean,0,1,0.8365,-0.9289,-0.0952,164,0.000447
1782,284646,clean,0,1,0.2367,-0.9315,-0.5666,160,0.000347
1783,284806,clean,0,1,-0.4429,-0.9641,0.261,160,0.000168
1784,284965,clean,0,1,1.0,-0.8689,-1.0,159,0.000187
1785,285129,clean,0,1,0.2956,-0.9564,0.3351,164,0.000431
1786,285289,clean,0,1,0.5417,-0.8377,-1.0,160,0.000127
1787,285451,clean,0,1,1.0,-0.733,-1.0,162,0.000128
1788,285612,clean,0,1,0.8397,-0.8964,-1.0,161,0.000127
1789,285775,clean,0,1,0.928,-0.8549,-1.0,163,0.000156
1790,285932,clean,0,1,0.7687,-0.9259,-1.0,157,0.000418
1791,286090,clean,0,1,0.6216,-0.9165,-1.0,158,0.000444
1792,286245,clean,0,1,1.0,-0.9076,-1.0,155,0.001063
1793,286409,clean,0,1,1.0,-0.9224,-1.0,164,0.000808
1794,286569,clean,0,1,0.9847,-0.9119,-1.0,160,0.001123
1795,286728,clean,0,1,0.9076,-0.9221,-1.0,159,0.000602
1796,286888,clean,0,1,0.8813,-0.9331,-1.0,160,0.00028
1797,287046,clean,0,1,0.4335,-0.8963,-1.0,158,0.000224
1798,287208,clean,0,1,-0.59,-0.9659,0.3414,162,0.000149
1799,287371,clean,0,1,0.9621,-0.9218,-0.3163,163,9.7e-05
1800,287527,clean,0,1,1.0,-0.9201,-1.0,156,8.2e-05
1801,287682,clean,0,1,1.0,-0.9108,-1.0,155,0.000119
1802,287840,clean,0,1,0.8828,-0.9294,-0.8015,158,8.6e-05
1803,287998,clean,0,1,1.0,-0.9132,-1.0,158,8.5e-05
1804,288158,clean,0,1,0.8586,-0.7234,-1.0,160,6.3e-05
1805,288319,clean,0,1,0.9188,-0.9122,-1.0,161,6.6e-05
1806,288478,clean,0,1,0.7119,-0.8916,-1.0,159,0.000151
1807,288639,clean,0,1,1.0,-0.83,-1.0,161,0.00013
1808,288797,clean,0,1,-0.0808,-0.8953,-1.0,158,0.000779
1809,288960,clean,0,1,0.5804,-0.9334,-1.0,163,0.000619
1810,289122,clean,0,1,0.8036,-0.8388,-1.0,162,0.000492
1811,289283,clean,0,1,-0.8199,-1.0,-1.0,161,0.000327
1812,289445,clean,0,1,0.7624,-0.9162,-1.0,162,0.000177
1813,289615,clean,0,1,0.7523,-0.8908,-1.0,170,0.000119
1814,289774,clean,0,1,0.7441,-0.9048,-1.0,159,0.000128
1815,289939,clean,0,1,-0.2492,-0.9562,0.4009,165,9.3e-05
1816,290102,clean,0,1,0.5242,-0.9258,-1.0,163,0.000331
1817,290263,clean,0,1,0.6322,-0.9271,-1.0,161,0.000174
1818,290419,clean,0,1,1.0,-0.9078,-0.6534,156,0.000115
1819,290586,clean,0,1,0.6926,-0.9356,-0.3381,167,0.000505
1820,290749,clean,0,1,0.9811,-0.9233,-1.0,163,0.000256
1821,290907,clean,0,1,-0.1082,-0.9373,0.1975,158,0.000213
1822,291071,clean,0,1,0.8274,-0.9304,-1.0,164,0.001223
1823,291232,clean,0,1,0.5408,-0.9376,-1.0,161,0.000205
1824,291384,clean,0,1,0.6394,-0.9332,-0.7718,152,0.000216
1825,291551,clean,0,1,1.0,-0.8897,-0.9027,167,0.000125
1826,291718,clean,0,1,0.9382,-0.8867,-1.0,167,0.000145
1827,291883,clean,0,1,0.4831,-0.8331,-1.0,165,0.000123
1828,292041,clean,0,1,-0.0561,-0.1466,-1.0,158,0.00012
1829,292204,clean,0,1,1.0,-0.922,-1.0,163,6.8e-05
1830,292366,clean,0,1,0.8266,-0.9167,-0.7841,162,7.3e-05
1831,292528,clean,0,1,0.9924,-0.9214,-0.7828,162,0.000982
1832,292689,clean,0,1,0.673,-0.9299,-1.0,161,0.000324
1833,292846,clean,0,1,0.4609,-0.9201,-1.0,157,0.0004
1834,293008,clean,0,1,0.9608,-0.8818,-1.0,162,0.000201
1835,293175,clean,0,1,0.8995,-0.929,-1.0,167,0.00056
1836,293333,clean,0,1,-0.0624,-0.9348,0.3373,158,0.000299
1837,293489,clean,0,1,-0.3997,-0.9503,0.298,156,0.000187
1838,293652,clean,0,1,1.0,-0.903,-1.0,163,0.00012
1839,293804,clean,0,1,-0.4793,-0.9665,-0.0011,152,9.2e-05
1840,293969,clean,0,1,0.3874,-0.9369,0.392,165,0.000565
1841,294134,clean,0,1,0.8334,-0.9053,-1.0,165,0.000545
1842,294288,clean,0,1,0.8923,-0.9179,0.0055,154,0.000324
1843,294451,clean,0,1,-0.1655,-0.9463,0.4671,163,0.000218
1844,294609,clean,0,1,0.8431,-0.9124,-1.0,158,0.000121
1845,294768,clean,0,1,1.0,-0.9119,-1.0,159,0.000147
1846,294933,clean,0,1,0.9922,-0.9295,-0.6055,165,9.9e-05
1847,295099,clean,0,1,0.9826,-0.924,-0.7523,166,0.000197
1848,295264,clean,0,1,0.8786,-0.9175,-1.0,165,0.000144
1849,295430,clean,0,1,0.6981,-0.9303,-0.974,166,0.000141
1850,295589,clean,0,1,0.5756,-0.9262,-1.0,159,0.000161
1851,295749,clean,0,1,1.0,-0.902,-1.0,160,0.000108
1852,295909,clean,0,1,-0.6941,-1.0,-1.0,160,0.000723
1853,296069,clean,0,1,1.0,-0.9154,-1.0,160,0.000449
1854,296224,clean,0,1,0.8771,-0.811,-1.0,155,0.000543
1855,296384,clean,0,1,0.6653,-0.9186,-1.0,160,0.000272
1856,296544,clean,0,1,1.0,-0.9173,-0.7981,160,0.000172
1857,296707,clean,0,1,0.5329,-0.9221,-1.0,163,0.000119
1858,296863,clean,0,1,1.0,-0.9023,-1.0,156,0.000274
1859,297018,clean,0,1,0.548,-0.9306,-1.0,155,0.000448
1860,297176,clean,0,1,-0.0809,-0.9517,0.4024,158,0.00021
1861,297339,clean,0,1,0.8754,-0.9277,-0.1318,163,0.00014
1862,297500,clean,0,1,1.0,-0.7288,-1.0,161,0.000444
1863,297667,clean,0,1,0.8829,-0.9062,-1.0,167,0.000209
1864,297832,clean,0,1,-0.2399,-0.9523,0.3519,165,0.000203
1865,297997,clean,0,1,0.645,-0.9296,-1.0,165,0.000195
1866,298162,clean,0,1,0.8265,-0.9266,-0.5702,165,0.000176
1867,298322,clean,0,1,0.5589,-0.9235,-1.0,160,0.000142
1868,298483,clean,0,1,0.7178,-0.9151,-0.9619,161,0.000141
1869,298643,clean,0,1,0.697,-0.929,-1.0,160,0.000357
1870,298805,clean,0,1,0.2852,-0.932,0.309,162,0.00024
1871,298960,clean,0,1,-0.767,-1.0,-1.0,155,0.000225
1872,299116,clean,0,1,1.0,-0.8801,-1.0,156,0.000226
1873,299273,clean,0,1,0.7915,-0.9183,-1.0,157,0.000257
1874,299439,clean,0,1,0.6095,-0.9275,-1.0,166,0.000696
1875,299597,clean,0,1,0.9772,-0.906,-1.0,158,0.00071
1876,299756,clean,0,1,0.8386,-0.9285,-1.0,159,0.000179
1877,299914,clean,0,1,1.0,-0.8941,-0.6072,158,0.000253
1878,300079,clean,0,1,0.8734,-0.9211,-1.0,165,0.000142
1879,300241,clean,0,1,0.0168,-0.9376,0.4157,162,0.000128
1880,300399,clean,0,1,0.9483,-0.8968,-1.0,158,0.000272
1881,300551,clean,0,1,0.7186,-0.9166,-1.0,152,0.00023
1882,300710,clean,0,1,0.6373,-0.9207,-1.0,159,0.00016
1883,300868,clean,0,1,0.8331,-0.8441,-1.0,158,0.00016
1884,301027,clean,0,1,0.8358,-0.8726,-1.0,159,0.000373
1885,301184,clean,0,1,1.0,-0.8869,-1.0,157,0.000302
1886,301346,clean,0,1,1.0,-0.9084,-0.9341,162,0.000137
1887,301507,clean,0,1,0.4925,-0.9314,0.1739,161,0.000178
1888,301662,clean,0,1,1.0,-0.9079,-1.0,155,0.000173
1889,301825,clean,0,1,1.0,-0.9178,-1.0,163,0.000173
1890,301991,clean,0,1,0.975,-0.9373,-0.5017,166,0.000631
1891,302148,clean,0,1,1.0,-0.9117,-0.8675,157,0.000183
1892,302312,clean,0,1,0.538,-0.9357,-0.3074,164,0.000103
1893,302477,clean,0,1,1.0,-0.9202,-1.0,165,7.7e-05
1894,302636,clean,0,1,1.0,-0.9141,-1.0,159,0.000577
1895,302796,clean,0,1,0.8961,-0.8549,-0.9327,160,0.001076
1896,302953,clean,0,1,0.6432,-0.9185,-1.0,157,0.000341
1897,303108,clean,0,1,0.8869,-0.8906,-1.0,155,0.000676
1898,303272,clean,0,1,0.8225,-0.9036,-1.0,164,0.000302
1899,303435,clean,0,1,0.872,-0.9279,-1.0,163,0.000348
1900,303590,clean,0,1,0.6294,-0.927,-1.0,155,0.000393
1901,303742,clean,0,1,0.7172,-0.914,-1.0,152,0.000139
1902,303902,clean,0,1,1.0,-0.848,-1.0,160,0.00011
1903,304056,clean,0,1,0.8451,-0.9234,-1.0,154,9.1e-05
1904,304212,clean,0,1,0.2964,-0.9246,0.1783,156,0.000113
1905,304371,clean,0,1,0.879,-0.9222,-0.8696,159,6.8e-05
1906,304533,clean,0,1,1.0,-0.9065,-1.0,162,0.000228
1907,304693,clean,0,1,0.9128,-0.8596,-1.0,160,0.000185
1908,304851,clean,0,1,1.0,-0.7493,-1.0,158,0.000115
1909,305011,clean,0,1,1.0,-0.9048,-1.0,160,8.2e-05
1910,305172,clean,0,1,0.9672,-0.9127,-1.0,161,0.000137
1911,305330,clean,0,1,1.0,-0.8975,-1.0,158,8.9e-05
1912,305490,clean,0,1,1.0,-0.9124,-1.0,160,0.000557
1913,305650,clean,0,1,0.6478,-0.9255,-1.0,160,0.001079
1914,305809,clean,0,1,1.0,-0.9133,-0.7572,159,0.000393
1915,305964,clean,0,1,0.9835,-0.9227,-1.0,155,0.000388
1916,306132,clean,0,1,1.0,-0.9031,-1.0,168,0.000404
1917,306296,clean,0,1,0.0408,-0.9459,0.3936,164,0.000167
1918,306458,clean,0,1,1.0,-0.4292,-1.0,162,0.000121
1919,306619,clean,0,1,0.9662,-0.9208,-1.0,161,0.000718
1920,306785,clean,0,1,0.5832,-0.9395,-1.0,166,0.000347
1921,306937,clean,0,1,0.4279,-0.9304,0.4656,152,0.000184
1922,307093,clean,0,1,0.8136,-0.9251,-1.0,156,0.000179
1923,307249,clean,0,1,0.8816,-0.915,-1.0,156,0.000161
1924,307413,clean,0,1,0.7108,-0.9388,0.3557,164,0.000692
1925,307577,clean,0,1,1.0,-0.9157,-1.0,164,0.000339
1926,307737,clean,0,1,0.622,-0.8785,-1.0,160,0.000349
1927,307893,clean,0,1,0.7025,-0.9145,-1.0,156,0.000301
1928,308052,clean,0,1,-0.3805,-0.1244,-1.0,159,0.000274
1929,308216,clean,0,1,0.8284,-0.7987,-1.0,164,0.000384
1930,308371,clean,0,1,1.0,-0.9034,-1.0,155,0.000277
1931,308530,clean,0,1,1.0,-0.9069,-1.0,159,0.000145
1932,308694,clean,0,1,0.9994,-0.9041,-1.0,164,0.000181
1933,308851,clean,0,1,1.0,-0.8117,-0.9268,157,0.000161
1934,309018,clean,0,1,0.8213,-0.8631,-1.0,167,0.000574
1935,309180,clean,0,1,1.0,-0.8979,-1.0,162,0.0004
1936,309341,clean,0,1,-0.2739,-0.9576,0.4328,161,0.000358
1937,309505,clean,0,1,0.7095,-0.9236,-1.0,164,0.000375
1938,309669,clean,0,1,0.4775,-0.918,-1.0,164,0.000212
1939,309826,clean,0,1,-0.2314,-0.9568,0.4556,157,0.000656
1940,309997,clean,0,1,-0.311,-0.9567,0.4124,171,0.000218
1941,310161,clean,0,1,-0.0548,-0.8955,-1.0,164,0.000103
1942,310322,clean,0,1,0.5311,-0.9268,-1.0,161,6.4e-05
1943,310479,clean,0,1,0.6774,-0.9169,-1.0,157,8.1e-05
1944,310637,clean,0,1,1.0,-0.9168,-1.0,158,8.2e-05
1945,310797,clean,0,1,0.8007,-0.7559,-1.0,160,7.4e-05
1946,310963,clean,0,1,0.7939,-0.9067,-1.0,166,0.000151
1947,311119,clean,0,1,0.5413,-0.9115,-1.0,156,7.2e-05
1948,311280,clean,0,1,0.4144,-0.9244,-1.0,161,7.9e-05
1949,311438,clean,0,1,0.5406,-0.8096,-1.0,158,0.000134
1950,311598,clean,0,1,1.0,-0.9248,-1.0,160,0.000242
1951,311756,clean,0,1,0.6795,-0.9248,-1.0,158,0.000202
1952,311913,clean,0,1,0.6985,-0.9345,-1.0,157,0.000209
1953,312070,clean,0,1,-0.7308,-1.0,-1.0,157,0.000255
1954,312228,clean,0,1,-0.7072,-1.0,-1.0,158,0.00017
1955,312390,clean,0,1,0.8009,-0.8964,-1.0,162,0.000175
1956,312551,clean,0,1,0.2864,-0.9261,-0.8567,161,0.000127
1957,312702,clean,0,1,0.766,-0.9097,-1.0,151,8.6e-05
1958,312860,clean,0,1,0.6283,-0.9269,0.1535,158,9.1e-05
1959,313021,clean,0,1,0.583,-0.9071,-1.0,161,0.00031
1960,313181,clean,0,1,1.0,-0.8932,-0.9358,160,0.000229
1961,313337,clean,0,1,0.3784,-0.916,-0.2135,156,0.000622
1962,313498,clean,0,1,1.0,-0.6399,-1.0,161,0.000305
1963,313660,clean,0,1,0.6696,-0.9226,-1.0,162,0.000275
1964,313810,clean,0,1,0.1693,-0.8054,-1.0,150,0.000262
1965,313972,clean,0,1,1.0,-0.8534,-1.0,162,0.000116
1966,314129,clean,0,1,0.6949,-0.923,-0.8563,157,8.4e-05
1967,314285,clean,0,1,0.8306,-0.7162,-0.8876,156,0.000155
1968,314446,clean,0,1,0.9204,-0.9122,-1.0,161,0.000239
1969,314612,clean,0,1,1.0,-0.9178,-1.0,166,0.000154
1970,314770,clean,0,1,0.9733,-0.8451,-1.0,158,9.4e-05
