episode,cum_reward,yield_kg_ha,total_N_kg_ha
3292,25.011092,10916.7,547.1
3293,24.343437,11596.2,356.0
3294,20.108305,11188.5,421.3
3295,4.339844,9519.3,288.3
3296,29.242827,10850.1,531.5
3297,21.667984,10750.7,459.0
3298,17.476543,11870.4,537.5
3299,55.100635,9990.0,531.7
3300,46.467309,9393.8,493.5
3301,49.848919,11568.3,423.7
3302,47.464525,9928.7,479.2
3303,21.602215,11818.0,557.9
3304,50.881998,9928.8,468.7
3305,23.653845,10364.6,389.5
3306,62.017231,11271.5,458.8
3307,20.03502,12382.6,463.9
3308,10.329768,9640.0,294.2
3309,33.460121,10177.6,565.4
3310,30.97176,11061.3,478.9
3311,45.493249,11214.3,520.0
3312,60.865679,11155.6,527.0
3313,-0.175849,10441.3,517.8
3314,-3.402225,11458.6,371.1
3315,27.103015,11750.0,455.0
3316,67.610876,11437.5,451.2
3317,-5.636175,8639.0,277.3
3318,42.208318,10289.2,527.0
3319,-3.97872,9735.4,304.9
3320,25.53318,10404.2,399.5
3321,0.143605,10479.3,368.8
3322,11.505689,11477.8,543.3
3323,30.544691,10578.0,434.3
3324,29.541893,11015.7,369.0
3325,-3.990316,9447.3,314.3
3326,-9.704094,10411.7,419.1
3327,66.729879,10083.1,445.7
3328,4.523919,11009.4,472.1
3329,-0.877796,10546.4,366.3
3330,47.952574,10028.0,526.0
3331,32.217542,10041.5,369.9
3332,19.176603,10616.6,536.1
3333,13.020884,9927.3,514.3
3334,11.717873,11826.6,300.1
3335,61.103379,10530.3,481.6
3336,0.535176,9603.8,330.6
3337,39.649791,11840.4,408.3
3338,54.58324,10953.3,469.3
3339,28.925203,11345.3,392.9
3340,-5.589798,9885.4,268.2
3341,9.546727,10991.3,516.0
3342,34.177946,11851.9,448.2
3343,47.159586,10797.6,531.0
3344,13.484453,10110.8,320.0
3345,28.838606,10200.7,418.5
3346,-3.440226,11139.9,327.1
3347,12.391403,11453.2,326.7
3348,21.390366,10609.6,454.0
3349,-2.226653,7933.5,265.7
3350,19.211138,10790.1,521.2
3351,26.720603,10519.0,373.2
3352,4.477183,10235.7,345.1
3353,0.454963,9688.5,416.7
3354,53.373522,11641.1,528.2
3355,43.618791,11015.2,406.2
3356,45.200162,13250.4,506.2
3357,54.592912,10721.0,459.2
3358,2.878865,8039.0,315.1
3359,38.736256,11209.7,437.9
3360,-1.123708,11296.9,372.0
3361,-1.051394,9966.8,305.0
3362,58.090293,10903.1,492.2
3363,11.084504,10524.3,399.1
3364,65.371624,8990.9,496.5
3365,-4.738594,8263.8,260.9
3366,16.707698,10639.2,537.8
3367,-2.783156,9940.2,306.8
3368,10.098946,10473.7,457.6
3369,65.313067,10437.0,508.3
3370,6.001382,9630.3,279.8
3371,46.094188,11619.7,451.6
3372,19.958259,11519.4,365.0
3373,6.042296,11809.1,398.5
3374,-8.874048,12121.2,420.3
3375,7.882326,10600.3,367.5
3376,72.86092,11049.5,476.6
3377,41.466287,11883.3,482.7
3378,48.146187,10711.0,501.4
3379,10.757964,9487.1,314.0
3380,-5.810406,9601.5,302.3
3381,17.676292,9164.3,364.3
3382,29.78258,10285.4,463.1
3383,9.31046,9029.6,308.3
3384,3.28973,9186.3,365.5
3385,-2.544799,10701.2,273.9
3386,-2.978608,10140.1,280.2
3387,-6.001929,10761.6,326.3
3388,34.877563,10195.2,538.4
3389,41.834228,11363.0,423.7
3390,23.325886,10799.0,511.2
3391,5.960284,10180.4,368.1
3392,5.589517,9970.1,509.4
3393,4.808212,10701.5,351.4
3394,-3.000279,10373.7,353.7
3395,18.385717,9793.6,373.5
3396,55.833785,10008.7,540.4
3397,6.385949,12670.7,492.7
3398,15.463637,10096.0,430.6
3399,-0.383191,10352.9,299.0
3400,16.089605,10644.2,365.1
3401,36.875042,11573.9,431.4
3402,-6.151874,7699.6,252.0
3403,14.140763,11276.6,401.6
3404,-5.55789,8287.4,322.8
3405,6.351253,10263.6,323.0
3406,3.09705,9512.9,279.0
3407,17.396815,11193.9,524.0
3408,60.933852,9879.4,480.8
3409,-0.02432,11493.6,278.6
3410,18.966383,11011.3,322.7
3411,54.737329,10076.6,468.1
3412,25.380691,10490.1,423.3
3413,14.117838,10379.4,339.5
3414,-4.342877,10197.8,319.5
3415,30.468794,11175.0,424.8
3416,34.437881,12063.8,396.6
3417,53.97334,13163.7,475.6
3418,-0.543801,9845.6,256.9
3419,1.151706,9571.0,312.7
3420,-1.900793,9048.0,361.7
3421,22.719584,8506.9,364.2
3422,-1.705161,10179.6,420.9
3423,1.520712,8196.6,243.2
3424,36.965356,8907.0,564.5
3425,58.181369,9904.6,478.8
3426,5.951026,9413.1,307.2
3427,64.981682,10370.0,481.7
3428,21.856435,10197.4,331.0
3429,33.759749,12580.4,522.1
3430,2.972029,8158.4,338.7
3431,-1.388061,8959.5,234.0
3432,27.094868,10680.3,479.7
3433,65.541703,10086.1,448.9
3434,13.782016,9265.4,354.5
3435,70.648493,10305.9,473.3
3436,-6.940434,11315.4,479.3
3437,7.109493,9621.6,251.1
3438,60.929698,10666.7,535.5
3439,-0.429149,9085.1,202.3
3440,0.934254,9922.6,396.3
3441,5.148953,11000.7,247.8
3442,22.334403,11129.3,379.2
3443,41.175077,10265.8,526.1
3444,5.898891,10026.9,335.4
3445,32.440977,9875.2,461.5
3446,13.922384,11143.2,293.8
3447,8.578247,8939.9,260.6
3448,-7.87809,9933.1,376.8
3449,6.142756,12486.6,348.8
3450,1.8116,10330.0,247.7
3451,0.050152,9913.0,231.2
3452,3.960551,9351.1,364.3
3453,-10.46468,8244.2,273.8
3454,-4.81138,8784.6,291.8
3455,22.078679,10640.2,415.8
3456,28.679234,9575.8,397.2
3457,71.043315,10754.5,495.5
3458,9.438722,11332.8,480.6
3459,-9.471961,11248.8,393.1
3460,52.693431,9903.8,441.3
3461,14.031564,10597.8,418.8
3462,-0.795479,10257.8,252.8
3463,1.866922,11218.1,413.2
3464,40.930597,9333.6,518.5
3465,68.210497,11221.1,494.8
3466,7.90268,11056.0,325.6
3467,0.479806,8774.2,263.4
3468,72.697768,10137.0,476.9
3469,21.087212,9967.4,449.0
3470,-4.318983,9654.3,258.9
3471,40.08042,11831.3,356.8
3472,1.076116,10598.1,326.8
3473,57.27834,11108.3,483.4
3474,67.310323,10990.7,487.7
3475,2.623625,8565.9,219.6
3476,-0.563533,8999.7,227.7
3477,7.795655,11162.8,442.3
3478,36.135939,10615.3,433.9
3479,5.187641,10574.0,260.9
3480,31.954093,9610.0,339.3
3481,17.869927,11522.1,285.8
3482,19.180537,10739.5,366.6
3483,48.430247,9530.8,479.0
3484,-1.405534,10582.8,523.9
3485,-7.203984,12789.2,434.7
3486,16.980512,11537.6,450.6
3487,18.14799,10119.9,485.3
3488,-1.648498,11378.8,409.1
3489,69.965361,10462.4,490.9
3490,6.189485,10773.6,319.2
3491,0.608273,8980.0,252.8
3492,2.697273,10108.8,255.9
3493,30.989128,10562.2,482.8
3494,51.198102,12960.6,514.1
3495,-14.687178,8188.8,421.2
3496,52.079018,11101.3,488.3
3497,8.019699,9673.3,522.8
3498,15.117048,9913.0,289.0
3499,20.991907,9860.1,370.3
3500,11.500646,8626.1,383.9
3501,34.802728,9848.7,364.5
3502,35.446956,11120.3,523.2
3503,20.931067,8895.4,333.4
3504,22.187092,9786.9,488.9
3505,-3.680062,11012.1,372.5
3506,3.159033,9604.1,432.0
3507,5.511867,10007.0,481.3
3508,12.982651,10032.8,337.3
3509,25.525174,11262.7,278.6
3510,1.708222,10373.8,486.6
3511,19.190578,9751.8,279.1
3512,50.566222,9597.9,508.0
3513,6.742119,11594.3,401.8
3514,27.737586,11099.1,378.0
3515,24.14213,10356.2,440.8
3516,3.667306,0.0,399.6
3517,17.758554,10835.5,275.0
3518,-11.206352,5926.9,474.1
3519,-5.102374,10677.1,416.6
3520,28.539016,10436.6,464.3
3521,23.820222,9909.1,388.1
3522,-9.518022,10298.6,328.5
3523,65.989197,10781.6,507.4
3524,14.83116,8428.5,294.6
3525,1.634562,8975.4,361.8
3526,58.943472,11369.0,489.2
3527,33.196565,9799.8,350.2
3528,10.91475,10933.3,260.4
3529,18.863185,8925.5,312.3
3530,13.762402,10530.3,459.3
3531,46.0897,11740.9,492.4
3532,31.501887,8622.1,502.7
3533,-8.443255,9085.9,446.2
3534,39.293059,9061.5,400.5
3535,67.496049,11346.2,513.6
3536,-0.041889,12110.3,475.6
3537,26.842936,9865.0,502.3
3538,2.198049,8559.5,218.2
3539,-12.3865,10044.4,466.0
3540,3.032039,9467.0,464.0
3541,-9.8492,7775.2,427.0
3542,50.178851,10335.4,497.3
3543,24.288055,9593.4,353.3
3544,8.264597,9554.5,327.8
3545,31.34527,11316.1,380.4
3546,24.059228,10381.8,467.9
3547,15.20129,10644.1,388.5
3548,5.601984,10463.4,278.6
3549,66.598024,10984.8,511.2
3550,13.166817,8362.6,313.9
3551,61.915376,10377.8,531.7
3552,19.147938,9982.8,387.9
3553,21.020449,10312.8,344.1
3554,26.041967,9184.3,390.7
3555,0.279666,10408.6,340.2
3556,9.874346,10696.3,434.8
3557,16.431997,10542.5,479.0
3558,4.59856,9026.0,301.0
3559,28.471509,12027.4,369.2
3560,21.056283,10887.7,329.3
3561,18.102361,10591.7,417.7
3562,65.461539,11907.2,503.1
3563,61.096806,10985.4,525.6
3564,-0.925002,10106.4,270.7
3565,52.479505,9790.6,511.3
3566,4.042208,10314.2,513.8
3567,44.133475,9924.1,552.5
3568,29.052854,11854.1,382.3
3569,44.633175,11934.6,565.5
3570,-0.042822,10979.6,382.1
3571,-2.23591,9713.4,320.3
3572,51.447408,8982.6,528.0
3573,29.406852,11376.8,394.5
3574,1.903121,10286.3,323.0
3575,56.790331,11245.1,496.1
3576,18.06259,9768.8,437.1
3577,-2.032071,11250.0,483.7
3578,21.576476,9692.1,360.8
3579,-0.893656,9095.0,241.4
3580,0.031425,7705.1,397.6
3581,-2.99894,11888.7,492.2
3582,16.680666,11564.4,359.1
3583,46.641656,11042.8,484.4
3584,9.937389,7774.3,451.2
3585,22.417146,10026.8,395.6
3586,8.329464,10897.7,298.1
3587,-7.646436,10043.7,449.4
3588,14.088985,9606.8,448.3
3589,68.729882,11313.7,515.4
3590,-0.529386,10409.8,277.5
3591,1.565047,9966.4,272.8
3592,9.781434,11555.5,472.2
3593,-7.950198,9049.3,473.0
3594,27.101485,11437.5,392.2
3595,24.640222,9975.7,343.4
3596,0.730532,8950.8,288.7
3597,47.395246,11471.2,489.5
3598,24.761664,10413.2,512.3
3599,31.926814,9019.8,505.6
3600,47.246228,10576.4,548.8
3601,41.298053,11018.9,521.8
3602,28.409939,10575.5,409.3
3603,0.076942,12433.8,309.1
3604,4.60144,10095.9,280.2
3605,9.78486,8543.0,325.5
3606,21.46084,11067.2,476.2
3607,27.939857,10568.1,407.7
3608,37.57565,11036.9,409.3
3609,78.307632,11007.4,522.1
3610,-5.9165,8508.7,270.9
3611,1.817602,9904.8,316.1
3612,3.520177,10618.2,476.5
3613,18.977791,9814.2,352.3
3614,15.42109,11822.9,493.3
3615,2.611113,12677.0,486.5
3616,-5.142014,10817.3,280.5
3617,-3.385015,10927.3,405.2
3618,2.399286,10717.3,311.6
3619,57.247804,10555.5,564.1
3620,5.569189,9317.5,507.3
3621,40.419631,10495.9,520.8
3622,60.530772,12007.1,483.2
3623,18.477626,10198.9,539.9
3624,-6.91342,0.0,458.3
3625,7.70764,11368.9,403.0
3626,23.010945,12182.2,553.8
3627,-11.35339,10260.8,383.4
3628,24.535061,11568.7,410.5
3629,8.089935,11785.4,503.8
3630,-9.198981,5613.5,497.5
3631,39.405006,9585.7,462.5
3632,12.553128,8839.7,390.8
3633,31.917469,11742.6,477.6
3634,37.514285,11145.5,567.5
3635,45.370834,9080.9,558.8
3636,-0.468492,11045.1,497.2
3637,10.551555,10794.3,458.3
3638,4.173557,11796.1,398.8
3639,3.602556,11429.9,330.0
3640,34.452935,9815.7,443.2
3641,-2.863288,8731.2,282.2
3642,35.852972,11356.8,515.8
3643,13.06655,11779.6,314.7
3644,3.243819,10069.1,333.1
3645,25.496766,10365.8,471.9
3646,58.221961,11132.9,548.1
3647,9.998866,9627.5,503.8
3648,74.586649,10150.7,551.7
3649,3.376847,10637.5,268.7
3650,1.479763,10695.1,350.1
3651,16.349775,10695.8,358.9
3652,22.507032,8946.4,414.5
3653,23.898547,10688.4,487.8
3654,23.186651,10459.9,568.0
3655,6.515978,9855.4,507.3
3656,8.164248,9621.0,311.8
3657,-1.840313,12685.8,428.8
3658,9.234331,10664.0,429.2
3659,25.269153,11526.3,382.6
3660,9.605807,10389.0,291.6
3661,4.66747,8864.1,390.9
3662,-5.334523,9107.3,295.5
3663,30.43641,9765.6,550.2
3664,14.746572,9449.7,340.5
3665,58.579005,9450.2,542.6
3666,37.135673,9139.8,469.2
3667,-1.432416,9748.0,247.7
3668,-2.35356,8563.2,490.4
3669,36.805045,9640.1,469.9
3670,-11.665025,7314.1,321.7
3671,47.93482,9358.9,437.5
3672,10.251164,9023.9,337.6
3673,71.064828,12215.9,530.7
3674,61.414182,9942.3,547.1
3675,5.772063,9299.4,278.7
3676,76.116858,12299.7,505.5
3677,64.487297,10505.1,519.2
3678,68.315115,11098.3,530.3
3679,17.805862,10724.8,411.2
3680,-8.058429,10051.4,347.1
3681,2.586555,8517.0,248.8
3682,37.764593,11293.6,507.8
3683,15.188391,10412.2,451.3
3684,-8.996274,12000.5,413.5
3685,6.751486,9619.0,277.4
3686,3.757031,9581.2,235.6
3687,-3.463309,11231.7,279.5
3688,38.508004,11557.3,446.3
3689,37.054907,10056.2,387.0
3690,7.068454,10068.8,271.5
3691,-2.929247,11207.1,412.5
3692,24.254531,9196.5,318.2
3693,80.547637,11636.6,516.8
3694,34.986867,9761.6,418.7
3695,26.324192,10943.7,449.8
3696,-1.150443,9859.8,304.4
3697,12.801699,9483.6,493.2
3698,29.521737,10047.2,436.0
3699,14.606836,10094.0,295.9
3700,38.170404,10249.3,358.6
3701,9.630824,10241.0,356.9
3702,0.865892,8088.0,249.7
3703,66.793235,10127.8,485.5
3704,75.337913,10456.9,496.2
3705,13.471371,10104.4,320.8
3706,15.80222,9907.0,317.8
3707,39.64141,10720.7,492.6
3708,19.106818,10654.2,306.6
3709,7.321548,11477.9,439.5
3710,14.870539,9659.9,284.6
3711,21.823525,11236.3,489.9
3712,51.052731,9407.0,434.8
3713,33.059693,10999.9,566.7
3714,13.52944,10167.3,333.6
3715,7.227626,8489.3,265.9
3716,15.153394,10394.3,347.0
3717,0.86051,10853.9,359.5
3718,-0.326398,6521.6,245.9
3719,8.880218,8561.6,260.5
3720,8.484163,6452.0,239.7
3721,-0.765444,11832.2,463.5
3722,16.880428,11508.0,506.5
3723,13.550879,10212.5,310.8
3724,36.647041,9913.5,376.0
3725,-1.775911,9655.2,478.1
3726,-7.321271,10270.3,324.7
3727,13.303357,9617.1,274.2
3728,-0.329232,8929.3,265.2
3729,22.422339,11466.1,356.5
3730,7.73523,9821.6,275.0
3731,-4.878703,8178.5,282.8
3732,26.362424,8765.9,340.3
3733,0.543869,9980.5,324.5
3734,4.248266,9447.2,331.7
3735,54.019114,10578.9,592.0
3736,-3.90568,10617.1,347.2
3737,23.415129,9558.2,361.1
3738,3.526914,9466.4,283.6
3739,-12.855201,10721.9,493.1
3740,12.900105,10487.6,323.2
3741,35.912437,11137.4,593.7
3742,5.572149,10425.1,318.0
3743,2.051305,7833.7,264.6
3744,28.527502,11284.2,384.0
3745,12.126519,10509.9,293.3
3746,40.767475,10448.2,608.2
3747,32.828682,9087.0,413.9
3748,43.609815,10557.0,586.8
3749,13.310732,11762.3,544.1
3750,33.614082,10248.4,388.1
3751,6.612687,10410.0,299.6
3752,13.663171,11419.1,463.6
3753,10.537729,10123.6,522.0
3754,4.199968,8787.2,304.0
3755,27.659712,9658.4,429.4
3756,25.927854,10837.5,334.3
3757,-4.284397,8791.4,280.3
3758,31.042778,7471.2,388.8
3759,28.004296,10837.0,578.5
3760,-10.939781,9643.7,363.4
3761,-1.587851,10977.0,272.9
3762,12.555869,11187.0,528.5
3763,62.576719,11712.0,569.4
3764,9.06758,8731.6,248.7
3765,7.433187,9780.1,479.1
3766,-0.832884,9545.9,271.8
3767,3.566527,9905.5,298.3
3768,-9.969059,11010.8,460.0
3769,3.009689,9867.5,415.8
3770,-9.491062,10268.5,416.3
3771,12.701017,11727.5,327.3
3772,11.806529,11250.2,416.8
3773,52.029745,11049.7,588.5
3774,22.729287,11301.9,403.7
3775,22.639989,10741.1,428.7
3776,48.311502,11311.2,568.2
3777,17.266183,11944.3,316.9
3778,13.329989,9062.3,362.2
3779,1.796911,11711.5,526.1
3780,21.042996,11340.4,384.2
3781,40.195619,10747.9,571.9
3782,-6.222873,11034.5,408.4
3783,14.456451,10945.3,409.2
3784,8.655587,8762.8,363.4
3785,13.959244,10813.7,364.0
3786,23.225046,10993.5,585.0
3787,-1.67351,11238.1,499.4
3788,14.964985,10641.5,460.3
3789,48.288086,10363.3,573.9
3790,-5.238885,9285.3,290.9
3791,59.752734,9758.9,606.5
3792,44.59871,10694.3,604.8
3793,46.712915,10590.7,534.9
3794,-1.754304,8863.9,295.1
3795,15.067081,11314.2,537.4
3796,10.364826,9303.9,336.1
3797,12.817088,10947.8,495.7
3798,16.900666,8839.3,582.5
3799,13.14878,9163.3,369.9
3800,-8.278926,10558.8,408.1
3801,29.778483,11112.9,601.2
3802,-3.514943,9620.5,389.5
3803,3.363434,9973.8,506.8
3804,17.225276,9712.7,510.5
3805,80.16001,11287.4,518.1
3806,6.236467,10811.9,556.4
3807,54.180958,10420.3,536.4
3808,15.812464,11395.0,462.1
3809,51.89409,9200.7,524.1
3810,25.496143,9215.6,541.2
3811,28.946133,8858.1,581.7
3812,11.311914,10352.3,436.2
3813,-2.939256,10098.6,245.1
3814,6.420619,12513.0,491.4
3815,-1.321254,11584.8,313.0
3816,57.959771,10419.8,554.2
3817,-4.47039,11669.1,415.3
3818,-0.038638,8424.2,261.3
3819,-1.44135,11059.5,437.4
3820,25.531217,10790.9,306.2
3821,35.242841,10646.3,557.1
3822,18.619777,9795.7,292.4
3823,0.138837,9143.2,261.3
3824,2.110898,8983.3,255.2
3825,31.628875,10701.6,408.5
3826,1.183972,8456.3,529.0
3827,39.508862,11547.6,429.6
3828,13.359996,10127.3,280.5
3829,12.706903,10842.1,321.8
3830,-6.820572,11541.3,428.1
3831,-2.747623,8838.3,466.1
3832,4.197335,10011.4,482.3
3833,29.745963,10721.5,330.6
3834,5.404355,8567.7,253.8
3835,29.520156,10020.9,551.6
3836,-1.480282,9994.0,304.1
3837,2.91276,9631.0,259.2
3838,11.631738,9744.6,321.4
3839,-3.480745,10812.1,305.1
3840,12.798022,9488.2,290.1
3841,14.172495,9382.2,282.1
3842,68.064806,9865.9,550.0
3843,-5.445322,9045.9,259.3
3844,48.490599,10041.4,555.5
3845,26.270886,11081.5,426.7
3846,19.621021,9642.0,331.1
3847,29.971947,11234.7,551.4
3848,24.541558,9417.7,337.5
3849,18.20592,10542.8,408.8
3850,27.424456,10600.8,338.8
3851,74.189136,10318.6,514.8
3852,-2.125092,10049.8,286.0
3853,51.77328,11133.2,529.6
3854,49.85723,10643.1,466.6
3855,14.428505,9451.1,402.8
3856,10.954534,11267.9,304.5
3857,-1.997203,12302.7,372.7
3858,31.308033,10790.0,548.7
3859,21.039512,9163.3,331.9
3860,44.654672,11001.3,431.7
3861,6.731431,11477.0,328.2
3862,28.163762,10992.7,546.0
3863,52.158104,10215.2,551.3
3864,28.801175,10046.2,529.5
3865,54.120958,10689.2,508.8
3866,11.210697,10234.4,464.6
3867,34.081689,9271.2,503.2
3868,2.60789,8885.1,290.6
3869,36.590959,11230.7,380.8
3870,-3.596393,0.0,207.5
3871,15.210134,10231.8,322.0
3872,14.535136,10752.7,505.7
3873,29.212429,9478.0,361.4
3874,54.938737,11679.1,574.5
3875,39.566974,10928.5,422.7
3876,-7.769486,9850.2,337.8
3877,1.745503,10686.0,413.2
3878,1.750507,9990.8,322.9
3879,35.497128,10539.9,599.7
3880,22.423922,10480.0,514.1
3881,8.217585,9866.2,423.1
3882,3.141137,10405.2,283.7
3883,47.648581,11868.9,570.6
3884,20.029632,10140.4,566.9
3885,-3.306118,10293.5,230.2
3886,52.10791,10967.0,547.3
3887,-8.312579,11732.0,471.4
3888,-6.453352,8466.7,264.5
3889,20.099289,9949.9,466.5
3890,8.579503,8728.9,334.3
3891,3.121995,11787.8,487.7
3892,-1.032697,11906.1,386.1
3893,55.121797,10720.7,563.9
3894,26.263988,11588.7,513.5
3895,9.616166,8566.7,326.0
3896,75.092052,9118.8,552.8
3897,64.632256,11037.6,543.6
3898,-0.576878,9870.8,368.2
3899,45.318171,10478.5,565.1
3900,24.078772,8521.4,351.9
3901,37.527898,11400.7,534.9
3902,4.941841,10201.4,285.0
3903,64.860052,11097.9,547.7
3904,76.698702,10002.4,512.6
3905,-12.204579,8913.2,372.5
3906,48.85522,11488.0,542.5
3907,13.435265,8388.8,277.0
3908,65.135811,11352.1,516.7
3909,32.629656,8588.2,531.3
3910,6.673447,10627.2,483.5
3911,78.791172,10657.9,530.7
3912,-5.558005,10730.7,402.1
3913,42.292402,12108.7,538.8
3914,-5.454118,10426.0,325.4
3915,20.049435,10614.1,457.5
3916,13.653159,8828.2,258.9
3917,13.571977,10617.1,248.7
3918,35.696364,10571.9,468.3
3919,-5.380932,10829.5,393.9
3920,47.243594,9563.5,480.5
3921,10.002291,8793.5,280.2
3922,0.548429,8410.6,203.8
3923,12.324804,9934.9,275.9
3924,58.663661,10043.0,555.3
3925,48.675396,10788.7,547.0
3926,35.083331,11320.1,560.8
3927,23.291013,10749.7,551.4
3928,16.309926,9650.0,306.0
3929,4.268739,10762.4,407.2
3930,1.146935,8491.0,432.4
3931,35.786514,9228.6,527.3
3932,-0.431171,9622.6,271.9
3933,22.505569,11071.3,387.2
3934,26.685401,11252.0,395.5
3935,14.61256,9943.7,313.5
3936,19.834637,8591.4,304.7
3937,5.036159,11063.4,406.2
3938,1.707501,11444.2,472.0
3939,1.26934,11982.1,409.3
3940,1.239413,9688.1,459.9
3941,36.574029,9923.0,580.7
3942,40.092674,11821.6,502.9
3943,11.64758,12622.2,504.3
3944,3.325597,9764.9,424.1
3945,4.874044,9542.1,437.6
3946,39.040172,10640.3,595.3
3947,4.189735,9031.5,236.8
3948,38.170149,11966.9,418.2
3949,47.573519,10602.6,576.8
3950,54.950882,11358.3,557.5
3951,33.737681,9990.0,554.0
3952,56.021028,11144.7,578.9
3953,63.321043,10625.9,565.2
3954,8.870306,11226.1,488.1
3955,-2.302758,8315.3,244.8
3956,-4.588699,9264.6,445.2
3957,3.588663,10606.3,461.4
3958,32.557712,11958.3,514.9
3959,-2.450767,8779.2,290.7
3960,23.619578,10828.2,461.8
3961,12.064526,9881.0,251.9
3962,7.434533,9302.4,252.5
3963,32.012385,10160.0,554.0
3964,49.613437,11442.1,464.2
3965,2.823182,10550.4,274.4
3966,6.098321,8936.7,423.0
3967,6.008507,9456.0,224.6
3968,-5.234397,9024.3,316.5
3969,-1.424588,10830.6,435.6
3970,13.788011,10642.7,315.9
3971,-3.459426,9042.5,245.9
3972,8.204246,9037.6,428.7
3973,26.71463,10092.4,357.6
3974,7.628461,10767.9,305.8
3975,15.061523,11548.0,490.6
3976,-5.188444,10609.8,362.6
3977,9.225412,12533.5,304.1
3978,13.549146,9493.3,296.2
3979,21.227762,10224.6,367.3
3980,55.521743,10458.8,542.9
3981,29.265918,9856.6,442.8
3982,18.656688,11205.2,473.6
3983,24.848483,10284.2,504.5
3984,2.261082,9476.0,418.1
3985,-2.001054,10585.2,271.3
3986,21.126843,9814.9,360.4
3987,4.811735,8319.6,426.8
3988,15.936263,9811.1,352.3
3989,-0.671806,10359.7,442.2
3990,-3.67743,8443.9,244.8
3991,5.22045,9265.4,287.5
3992,1.178541,12201.9,447.1
3993,3.084232,10216.4,260.3
3994,8.943658,8905.4,509.2
3995,1.774913,7900.2,306.1
3996,2.479888,8928.5,279.9
3997,60.356436,9945.1,550.5
3998,19.280531,10933.9,379.9
3999,51.975599,11153.5,568.2
4000,5.930567,9909.3,368.6
4001,-3.070684,10256.5,375.9
4002,-1.382376,12636.5,478.9
4003,70.430873,11608.1,575.4
4004,-11.862896,10458.5,460.8
4005,4.485628,9276.2,298.5
4006,-5.130457,11306.6,431.1
4007,51.724055,10385.7,583.8
4008,2.072144,8620.8,272.6
4009,4.326166,9472.3,315.3
4010,32.196053,9682.7,390.6
4011,51.828413,10790.3,577.3
4012,12.382246,12249.0,525.7
4013,-0.428385,8948.6,214.3
4014,25.734962,10550.2,540.3
4015,-7.402772,11787.6,417.5
4016,28.413034,9693.2,318.6
4017,60.394975,12201.5,549.8
4018,52.35337,9554.4,552.2
4019,-9.236771,8504.7,311.0
4020,89.062909,12123.8,573.9
4021,1.788675,10833.9,293.0
4022,17.192054,8991.2,426.0
4023,64.0593,9492.7,557.9
4024,10.223099,9659.8,241.3
4025,21.213815,8946.0,508.6
4026,26.676687,11166.3,366.3
4027,-2.156716,9658.6,223.7
4028,21.874196,10035.4,476.4
4029,45.370193,11924.5,523.9
4030,-7.015497,10975.8,456.4
4031,21.686031,9352.2,425.5
4032,3.983173,9542.9,249.3
4033,7.057849,10545.6,293.5
4034,15.039114,8961.6,310.7
4035,23.743486,10461.6,535.0
4036,61.506458,11411.6,584.8
4037,12.416583,10845.0,358.6
4038,49.043879,11453.0,515.6
4039,33.738416,11334.6,464.7
4040,14.3888,8949.9,257.6
4041,52.033439,9562.2,493.7
4042,-4.386844,10625.9,390.7
4043,-10.407926,11092.0,451.9
4044,17.727683,9895.4,302.1
4045,38.314484,10159.9,544.0
4046,17.777436,9099.1,313.7
4047,-4.334604,11604.7,354.2
4048,15.090428,10194.4,401.8
4049,3.893678,8223.3,235.5
4050,37.774563,10500.2,533.6
4051,2.070673,9134.2,308.6
4052,-2.892296,8515.8,420.2
4053,-1.062225,11456.0,494.8
4054,73.477681,11355.5,586.0
4055,25.82659,12116.5,446.4
4056,-6.10829,10471.5,451.3
4057,7.864453,8856.7,412.6
4058,31.071574,10877.2,456.5
4059,0.178637,9886.4,254.7
4060,6.853446,9874.5,282.8
4061,11.391358,10650.2,314.4
4062,14.476813,11454.4,506.2
4063,2.435946,10791.8,280.8
4064,-0.42605,12191.2,514.4
4065,5.010918,10450.9,396.7
4066,-11.100195,11108.3,484.9
4067,5.942272,12057.2,521.7
4068,42.504321,10740.7,443.8
4069,-0.194738,9530.3,300.6
4070,1.368686,11598.3,386.5
4071,17.180541,8180.7,266.5
4072,-2.582748,12069.5,278.9
4073,-2.697789,10401.3,469.7
4074,44.51714,10178.8,478.7
4075,-4.005528,9214.5,309.3
4076,51.218035,12068.9,478.4
4077,19.55603,10303.3,436.1
4078,60.657987,10889.2,540.4
4079,14.951163,9074.2,296.1
4080,52.562976,12144.8,516.9
4081,34.164758,10305.9,550.1
4082,49.436007,12150.6,535.8
4083,32.819497,10131.7,453.6
4084,23.416168,9815.1,341.9
4085,24.017185,9536.3,485.0
4086,-7.076569,10306.1,313.1
4087,72.198765,11968.0,559.7
4088,9.069764,11133.3,376.7
4089,31.067688,12034.9,422.3
4090,28.584184,10374.3,456.4
4091,-1.591148,10575.5,331.3
4092,-10.5803,11388.9,460.9
4093,-0.483889,9126.8,348.7
4094,51.351516,10617.4,573.1
4095,19.131563,10864.7,505.3
4096,18.447245,10747.8,348.0
4097,21.526671,11332.7,391.0
4098,37.589959,10265.0,512.8
4099,26.836314,11823.8,525.6
4100,35.416815,11020.1,522.8
4101,24.021669,11229.4,412.3
4102,17.331153,9970.3,360.9
4103,14.43341,11008.0,471.1
